auction_id,item_id,seller_id,final_price,num_bids,winner_id,auction_end_date
A01037,I01037,S00034,278.24,16,B00093,2024-11-29T05:00:00Z
A01038,I01038,S00037,221.57000000000002,13,B00029,2025-01-05T06:00:00Z
A01039,I01039,S00035,171.89,10,B00143,2025-01-08T12:00:00Z
A01040,I01040,S00006,107.78,10,B00049,2025-01-08T06:00:00Z
A01041,I01041,S00005,227.62,10,B00171,2025-01-11T17:00:00Z
A01042,I01042,S00019,198.14000000000001,11,B00063,2024-12-23T10:00:00Z
A01043,I01043,S00010,251.20000000000002,17,B00055,2024-11-19T04:00:00Z
A01044,I01044,S00010,252.92,16,B00160,2025-01-01T04:00:00Z
A01045,I01045,S00004,150.74,19,B00023,2024-12-31T23:00:00Z
A01046,I01046,S00002,130.6,13,B00126,2025-01-14T17:00:00Z
A01047,I01047,S00040,253.82,19,B00082,2024-12-15T15:00:00Z
A01048,I01048,S00039,243.01,17,B00126,2025-01-12T16:00:00Z
A01049,I01049,S00019,161.5,12,B00092,2024-12-09T05:00:00Z
A01050,I01050,S00039,180.36,10,B00168,2025-01-07T13:00:00Z
A01051,I01051,S00039,129.94,10,B00102,2024-12-04T01:00:00Z
A01052,I01052,S00032,163.95,19,B00144,2024-12-16T01:00:00Z
A01053,I01053,S00003,223.07,16,B00074,2024-11-25T18:00:00Z
A01054,I01054,S00025,280.2481744373897,19,B00084,2024-12-14T13:00:00Z
A01055,I01055,S00032,148.54,11,B00062,2024-12-21T15:00:00Z
A01056,I01056,S00005,256.17082387084884,21,B00004,2025-01-11T06:00:00Z
A01057,I01057,S00005,176.09,19,B00078,2024-12-06T22:00:00Z
A01058,I01058,S00002,111.52,7,B00134,2025-01-12T10:00:00Z
A01059,I01059,S00028,152.79,9,B00095,2024-11-28T20:00:00Z
A01060,I01060,S00013,185.01999999999998,19,B00077,2025-01-02T10:00:00Z
A01061,I01061,S00039,177.28,14,B00064,2024-12-16T07:00:00Z
A01062,I01062,S00024,166.86,14,B00051,2024-12-24T10:00:00Z
A01063,I01063,S00002,183.26,11,B00011,2024-12-19T19:00:00Z
A01064,I01064,S00033,103.67,10,B00173,2024-12-18T04:00:00Z
A01065,I01065,S00019,102.9,12,B00114,2024-12-14T00:00:00Z
A01066,I01066,S00020,128.60999999999999,9,B00099,2024-11-22T13:00:00Z
A01067,I01067,S00031,193.41,13,B00113,2024-11-26T00:00:00Z
A01068,I01068,S00029,194.98222808104757,17,B00022,2024-12-08T02:00:00Z
A01069,I01069,S00013,202.2,16,B00063,2024-11-30T17:00:00Z
A01070,I01070,S00009,166.78,11,B00073,2024-12-02T02:00:00Z
A01071,I01071,S00013,197.92,19,B00125,2024-12-05T08:00:00Z
A01072,I01072,S00012,223.23,17,B00016,2024-11-24T20:00:00Z
A01073,I01073,S00030,123.09,15,B00139,2024-12-28T18:00:00Z
A01074,I01074,S00035,193.14000000000001,15,B00084,2025-01-01T04:00:00Z
A01075,I01075,S00016,130.6,11,B00049,2025-01-03T23:00:00Z
A01076,I01076,S00035,279.16006511684134,27,B00110,2025-01-06T01:00:00Z
A01077,I01077,S00014,223.45084697193283,19,B00061,2024-12-17T03:00:00Z
A01078,I01078,S00027,215.25,13,B00162,2024-12-20T04:00:00Z
A01079,I01079,S00036,89.95,8,B00110,2024-12-26T09:00:00Z
A01080,I01080,S00007,256.16,18,B00109,2024-12-02T07:00:00Z
A01081,I01081,S00001,200.3,9,B00105,2024-11-29T08:00:00Z
A01082,I01082,S00036,230.79,18,B00043,2024-12-25T03:00:00Z
A01083,I01083,S00030,63.84,7,B00136,2024-12-12T12:00:00Z
A01084,I01084,S00003,186.59,16,B00018,2024-12-24T11:00:00Z
A01085,I01085,S00024,151.68,10,B00038,2024-11-30T21:00:00Z
A01086,I01086,S00039,258.03000000000003,18,B00020,2024-12-09T04:00:00Z
A01087,I01087,S00014,54.38,7,B00071,2024-12-11T21:00:00Z
A01088,I01088,S00029,186.86,9,B00022,2024-11-29T02:00:00Z
A01089,I01089,S00002,166.5,11,B00104,2024-12-07T03:00:00Z
A01090,I01090,S00003,197.01,15,B00110,2024-12-06T16:00:00Z
A01091,I01091,S00002,76.44,7,B00112,2024-12-16T19:00:00Z
A01092,I01092,S00027,222.1714389783144,18,B00004,2024-12-31T08:00:00Z
A01093,I01093,S00026,214.12594482546487,13,B00128,2024-12-14T23:00:00Z
A01094,I01094,S00016,170.34,9,B00044,2024-11-22T13:00:00Z
A01095,I01095,S00040,258.28999999999996,19,B00146,2024-12-13T12:00:00Z
A01096,I01096,S00008,137.63,7,B00012,2024-12-26T23:00:00Z
A01097,I01097,S00028,145.84,10,B00002,2024-12-03T13:00:00Z
A01098,I01098,S00002,206.62,17,B00068,2024-12-06T21:00:00Z
A01099,I01099,S00018,202.53,11,B00012,2025-01-08T06:00:00Z
A01100,I01100,S00007,175.76303674978578,12,B00131,2024-12-11T15:00:00Z
A01101,I01101,S00031,191.82999999999998,13,B00160,2025-01-11T03:00:00Z
A01102,I01102,S00020,146.92,11,B00029,2025-01-08T22:00:00Z
A01103,I01103,S00012,73.95,9,B00033,2024-12-24T17:00:00Z
A01104,I01104,S00005,144.51,11,B00170,2025-01-13T04:00:00Z
A01105,I01105,S00010,224.98000000000002,16,B00165,2025-01-08T06:00:00Z
A01106,I01106,S00029,208.5394467547508,19,B00023,2024-12-27T05:00:00Z
A01107,I01107,S00004,195.38,10,B00156,2024-11-20T18:00:00Z
A01108,I01108,S00024,208.01000000000002,16,B00149,2024-12-31T22:00:00Z
A01109,I01109,S00036,217.34,10,B00177,2024-12-22T19:00:00Z
A01110,I01110,S00028,158.18,19,B00030,2025-01-04T05:00:00Z
A01111,I01111,S00003,132.89,16,B00168,2025-01-08T02:00:00Z
A01112,I01112,S00033,267.06,17,B00168,2025-01-11T12:00:00Z
A01113,I01113,S00034,69.95,8,B00127,2024-11-22T07:00:00Z
A01114,I01114,S00013,184.1,14,B00100,2024-11-20T21:00:00Z
A01115,I01115,S00019,104.76,11,B00061,2025-01-09T11:00:00Z
A01116,I01116,S00011,106.77,14,B00087,2024-12-26T01:00:00Z
A01117,I01117,S00008,278.50126766125766,24,B00103,2024-12-25T11:00:00Z
A01118,I01118,S00039,103.72999999999999,7,B00064,2024-12-28T06:00:00Z
A01119,I01119,S00007,146.74,16,B00066,2024-12-25T18:00:00Z
A01120,I01120,S00016,216.73,10,B00146,2024-11-28T00:00:00Z
A01121,I01121,S00007,191.91843166781217,12,B00097,2024-12-08T22:00:00Z
A01122,I01122,S00022,101.13000000000001,10,B00164,2024-12-27T14:00:00Z
A01123,I01123,S00023,193.62,14,B00109,2024-12-04T09:00:00Z
A01124,I01124,S00017,163.35,16,B00044,2024-12-09T14:00:00Z
A01125,I01125,S00007,294.01,18,B00172,2024-12-20T19:00:00Z
A01126,I01126,S00015,122.98275648204145,12,B00045,2024-12-04T15:00:00Z
A01127,I01127,S00010,163.77,8,B00126,2025-01-07T17:00:00Z
A01128,I01128,S00002,135.26,7,B00034,2024-12-07T06:00:00Z
A01129,I01129,S00016,175.68,14,B00031,2024-12-12T20:00:00Z
A01130,I01130,S00026,248.59,17,B00108,2024-11-26T03:00:00Z
A01131,I01131,S00004,218.32999999999998,13,B00114,2025-01-10T11:00:00Z
A01132,I01132,S00036,136.71,11,B00024,2024-12-28T00:00:00Z
A01133,I01133,S00014,205.6,16,B00094,2024-11-28T00:00:00Z
A01134,I01134,S00039,221.85000000000002,9,B00049,2024-12-21T19:00:00Z
A01135,I01135,S00002,206.32,12,B00037,2024-11-30T09:00:00Z
A01136,I01136,S00035,222.6719962568041,15,B00062,2024-12-28T17:00:00Z
A01137,I01137,S00027,108.98652451184765,13,B00118,2025-01-01T11:00:00Z
A01138,I01138,S00035,242.4,12,B00111,2024-11-24T01:00:00Z
A01139,I01139,S00016,140.73,12,B00078,2025-01-01T17:00:00Z
A01140,I01140,S00031,229.82,16,B00089,2024-12-14T02:00:00Z
A01141,I01141,S00012,154.86,16,B00068,2024-12-06T00:00:00Z
A01142,I01142,S00002,236.94,12,B00043,2024-12-06T13:00:00Z
A01143,I01143,S00023,293.77,17,B00158,2024-12-03T12:00:00Z
A01144,I01144,S00031,197.95,15,B00179,2024-12-17T19:00:00Z
A01145,I01145,S00028,222.59,13,B00167,2024-11-25T19:00:00Z
A01146,I01146,S00020,154.76,11,B00105,2024-12-29T22:00:00Z
A01147,I01147,S00005,124.28999999999999,11,B00175,2024-12-31T21:00:00Z
A01148,I01148,S00033,174.15,9,B00157,2024-12-29T01:00:00Z
A01149,I01149,S00035,254.18,17,B00059,2024-12-28T05:00:00Z
A01150,I01150,S00015,162.78,11,B00153,2025-01-04T23:00:00Z
A01151,I01151,S00030,79.66,7,B00114,2024-12-11T22:00:00Z
A01152,I01152,S00001,181.66,18,B00177,2024-11-23T14:00:00Z
A01153,I01153,S00018,109.85000000000001,9,B00060,2024-12-30T23:00:00Z
A01154,I01154,S00009,105.9,7,B00049,2024-12-25T19:00:00Z
A01155,I01155,S00020,109.97,8,B00146,2024-12-24T10:00:00Z
A01156,I01156,S00019,181.73,19,B00093,2024-11-24T08:00:00Z
A01157,I01157,S00011,127.05999999999999,8,B00059,2024-12-06T02:00:00Z
A01158,I01158,S00025,174.32,12,B00027,2024-12-25T17:00:00Z
A01159,I01159,S00039,179.55,13,B00146,2024-12-19T23:00:00Z
A01160,I01160,S00005,165.37,19,B00052,2024-12-07T20:00:00Z
A01161,I01161,S00012,137.47,11,B00006,2024-12-09T06:00:00Z
A01162,I01162,S00030,170.58,16,B00076,2024-12-31T01:00:00Z
A01163,I01163,S00019,118.73,13,B00134,2024-12-18T03:00:00Z
A01164,I01164,S00006,118.81,13,B00004,2024-11-29T15:00:00Z
A01165,I01165,S00023,224.88,16,B00027,2024-12-09T02:00:00Z
A01166,I01166,S00016,161.15,18,B00032,2024-12-20T05:00:00Z
A01167,I01167,S00031,197.79,14,B00176,2024-12-21T12:00:00Z
A01168,I01168,S00005,238,10,B00166,2024-12-15T21:00:00Z
A01169,I01169,S00014,64.19,7,B00041,2024-12-31T08:00:00Z
A01170,I01170,S00037,170.78,16,B00005,2024-12-09T06:00:00Z
A01171,I01171,S00032,200.9,14,B00152,2025-01-03T16:00:00Z
A01172,I01172,S00004,226.49,18,B00138,2025-01-09T10:00:00Z
A01173,I01173,S00011,67.76,7,B00174,2024-12-17T10:00:00Z
A01174,I01174,S00021,210.21,17,B00138,2024-12-27T22:00:00Z
A01175,I01175,S00004,222.43,14,B00174,2024-12-04T04:00:00Z
A01176,I01176,S00006,168.84,11,B00173,2024-12-16T23:00:00Z
A01177,I01177,S00001,191.91,7,B00179,2024-12-15T17:00:00Z
A01178,I01178,S00005,133.44,10,B00169,2024-12-03T08:00:00Z
A01179,I01179,S00040,71.53,10,B00133,2024-12-21T08:00:00Z
A01180,I01180,S00008,229.94,14,B00048,2024-12-05T08:00:00Z
A01181,I01181,S00039,268.01,17,B00162,2024-12-15T22:00:00Z
A01182,I01182,S00028,81.18,8,B00121,2024-12-31T05:00:00Z
A01183,I01183,S00021,109.62,13,B00088,2025-01-05T07:00:00Z
A01184,I01184,S00020,148.33,8,B00162,2024-12-12T15:00:00Z
A01185,I01185,S00022,148.69,9,B00009,2025-01-10T07:00:00Z
A01186,I01186,S00019,208.15,18,B00166,2024-12-07T13:00:00Z
A01187,I01187,S00008,209.57,18,B00044,2024-12-23T08:00:00Z
A01188,I01188,S00006,221.51,8,B00013,2024-12-07T16:00:00Z
A01189,I01189,S00009,240.80182656347938,19,B00061,2024-12-28T11:00:00Z
A01190,I01190,S00031,201.15,14,B00089,2025-01-04T16:00:00Z
A01191,I01191,S00022,231.93,16,B00028,2024-12-11T14:00:00Z
A01192,I01192,S00014,194.6,19,B00179,2024-12-24T15:00:00Z
A01193,I01193,S00014,64.58,7,B00030,2025-01-08T23:00:00Z
A01194,I01194,S00015,123.7967132460773,13,B00127,2025-01-08T14:00:00Z
A01195,I01195,S00013,259.04,14,B00133,2024-11-29T08:00:00Z
A01196,I01196,S00014,182.6540676744459,15,B00010,2025-01-02T20:00:00Z
A01197,I01197,S00016,278.69,17,B00159,2024-12-13T02:00:00Z
A01198,I01198,S00009,172.05,12,B00006,2025-01-09T10:00:00Z
A01199,I01199,S00002,254.82000000000002,14,B00121,2024-12-15T10:00:00Z
A01200,I01200,S00030,120.06,9,B00021,2024-12-30T01:00:00Z
A01201,I01201,S00028,223.82,14,B00093,2024-12-26T22:00:00Z
A01202,I01202,S00021,161.97,12,B00050,2025-01-02T23:00:00Z
A01203,I01203,S00036,178.06,15,B00034,2024-11-22T16:00:00Z
A01204,I01204,S00032,149.73,8,B00081,2025-01-08T15:00:00Z
A01205,I01205,S00027,190.59,7,B00115,2024-11-21T20:00:00Z
A01206,I01206,S00001,116.58,13,B00161,2024-12-26T13:00:00Z
A01207,I01207,S00016,159.19,7,B00050,2025-01-11T02:00:00Z
A01208,I01208,S00038,211.32,16,B00156,2024-12-24T22:00:00Z
A01209,I01209,S00029,190.41,13,B00001,2025-01-02T20:00:00Z
A01210,I01210,S00040,243.61,12,B00151,2024-11-23T17:00:00Z
A01211,I01211,S00029,73.47,7,B00121,2024-11-28T11:00:00Z
A01212,I01212,S00005,194.76,18,B00102,2024-12-03T06:00:00Z
A01213,I01213,S00004,236.32999999999998,12,B00019,2025-01-11T00:00:00Z
A01214,I01214,S00006,193.54,15,B00115,2024-12-15T15:00:00Z
A01215,I01215,S00022,156.07,17,B00154,2024-11-20T23:00:00Z
A01216,I01216,S00023,177.73999999999998,13,B00054,2024-12-10T04:00:00Z
A01217,I01217,S00007,253.29000000000002,18,B00087,2025-01-06T23:00:00Z
A01218,I01218,S00018,180.64,8,B00178,2024-12-02T07:00:00Z
A01219,I01219,S00038,179.47,12,B00111,2025-01-05T10:00:00Z
A01220,I01220,S00034,145.07,15,B00097,2024-11-30T16:00:00Z
A01221,I01221,S00020,146.8,9,B00099,2025-01-08T05:00:00Z
A01222,I01222,S00034,135.07,17,B00165,2024-12-14T13:00:00Z
A01223,I01223,S00029,156.5781839365307,21,B00165,2024-12-26T18:00:00Z
A01224,I01224,S00025,63.160000000000004,9,B00010,2024-12-25T02:00:00Z
A01225,I01225,S00032,111.81,8,B00035,2024-11-24T16:00:00Z
A01226,I01226,S00027,103.27000000000001,7,B00076,2024-12-30T19:00:00Z
A01227,I01227,S00004,299.67,16,B00179,2024-12-05T13:00:00Z
A01228,I01228,S00030,224.19,19,B00084,2025-01-06T12:00:00Z
A01229,I01229,S00012,85.05,11,B00102,2025-01-05T08:00:00Z
A01230,I01230,S00015,228.6507823260799,18,B00031,2024-12-10T14:00:00Z
A01231,I01231,S00030,239.79,17,B00006,2024-12-13T05:00:00Z
A01232,I01232,S00007,145.76000000000002,9,B00025,2024-12-20T14:00:00Z
A01233,I01233,S00028,175.16,15,B00027,2024-12-31T03:00:00Z
A01234,I01234,S00015,142.17,14,B00035,2025-01-13T14:00:00Z
A01235,I01235,S00013,211.29,16,B00112,2025-01-10T14:00:00Z
A01236,I01236,S00030,94.83,10,B00141,2024-12-15T07:00:00Z
A01237,I01237,S00004,157.99,7,B00094,2024-12-13T08:00:00Z
A01238,I01238,S00024,205.82,18,B00015,2024-12-22T22:00:00Z
A01239,I01239,S00020,219.51,16,B00071,2024-12-05T06:00:00Z
A01240,I01240,S00036,148.6,7,B00162,2024-11-30T05:00:00Z
A01241,I01241,S00021,84.43,11,B00159,2024-12-19T03:00:00Z
A01242,I01242,S00017,189.25,13,B00051,2024-11-24T17:00:00Z
A01243,I01243,S00009,217.69,12,B00034,2025-01-03T09:00:00Z
A01244,I01244,S00001,169.43,17,B00120,2024-11-23T23:00:00Z
A01245,I01245,S00014,182.5671136639202,10,B00153,2024-12-03T17:00:00Z
A01246,I01246,S00002,202.86,8,B00125,2025-01-11T13:00:00Z
A01247,I01247,S00027,232.59,18,B00167,2024-12-10T13:00:00Z
A01248,I01248,S00022,219.23,18,B00084,2024-11-20T00:00:00Z
A01249,I01249,S00040,160.66,17,B00046,2025-01-08T01:00:00Z
A01250,I01250,S00007,115.33,8,B00111,2025-01-08T16:00:00Z
A01251,I01251,S00029,237.53124260079767,17,B00066,2024-11-21T13:00:00Z
A01252,I01252,S00033,165.37,7,B00073,2024-12-30T08:00:00Z
A01253,I01253,S00035,287.84000000000003,15,B00101,2024-12-08T05:00:00Z
A01254,I01254,S00007,239.60999999999999,18,B00083,2024-12-12T06:00:00Z
A01255,I01255,S00019,178.88,18,B00118,2024-12-12T13:00:00Z
A01256,I01256,S00022,228.22,13,B00156,2024-12-18T18:00:00Z
A01257,I01257,S00030,107.52000000000001,7,B00157,2024-12-11T16:00:00Z
A01258,I01258,S00021,135.46,11,B00164,2025-01-05T21:00:00Z
A01259,I01259,S00030,106.14,10,B00169,2024-12-31T00:00:00Z
A01260,I01260,S00024,170.82999999999998,19,B00132,2024-11-29T11:00:00Z
A01261,I01261,S00030,245.26,14,B00133,2024-12-12T23:00:00Z
A01262,I01262,S00028,201.83,10,B00142,2024-12-27T09:00:00Z
A01263,I01263,S00031,125.28,11,B00105,2024-12-19T01:00:00Z
A01264,I01264,S00019,116.55,10,B00118,2025-01-11T20:00:00Z
A01265,I01265,S00034,171.00000000000003,10,B00068,2025-01-11T23:00:00Z
A01266,I01266,S00035,159.64833170995303,16,B00115,2024-11-28T03:00:00Z
A01267,I01267,S00006,188.03,16,B00064,2025-01-02T20:00:00Z
A01268,I01268,S00002,208.75,12,B00051,2025-01-01T04:00:00Z
A01269,I01269,S00033,142.98,15,B00007,2024-11-22T23:00:00Z
A01270,I01270,S00031,91.63,7,B00077,2024-12-09T13:00:00Z
A01271,I01271,S00019,234.16475616146624,19,B00021,2025-01-01T05:00:00Z
A01272,I01272,S00037,194.98055885704423,15,B00146,2024-12-23T18:00:00Z
A01273,I01273,S00009,114.53,7,B00025,2024-12-03T21:00:00Z
A01274,I01274,S00021,206.8,13,B00057,2024-11-29T19:00:00Z
A01275,I01275,S00010,273.52,18,B00122,2024-12-30T11:00:00Z
A01276,I01276,S00029,186.16916957331728,11,B00165,2024-11-25T19:00:00Z
A01277,I01277,S00011,193.55,16,B00033,2024-12-02T09:00:00Z
A01278,I01278,S00021,171.59,14,B00128,2024-12-01T16:00:00Z
A01279,I01279,S00010,91.4,8,B00075,2024-12-23T14:00:00Z
A01280,I01280,S00013,246.04999999999998,16,B00075,2024-12-08T08:00:00Z
A01281,I01281,S00018,226.81,11,B00110,2024-11-27T06:00:00Z
A01282,I01282,S00033,187.49,15,B00178,2024-11-30T21:00:00Z
A01283,I01283,S00013,157.94,14,B00160,2024-12-14T17:00:00Z
A01284,I01284,S00016,197.73,7,B00129,2024-12-25T14:00:00Z
A01285,I01285,S00009,267.9,12,B00141,2025-01-14T00:00:00Z
A01286,I01286,S00022,258.26,16,B00071,2024-11-19T22:00:00Z
A01287,I01287,S00015,155.51,12,B00116,2024-11-29T19:00:00Z
A01288,I01288,S00032,220.56,16,B00151,2025-01-14T06:00:00Z
A01289,I01289,S00007,168.32,13,B00027,2025-01-04T23:00:00Z
A01290,I01290,S00032,204.12,19,B00011,2024-12-03T21:00:00Z
A01291,I01291,S00021,96.87,7,B00057,2025-01-06T17:00:00Z
A01292,I01292,S00017,97.5,8,B00081,2024-11-25T03:00:00Z
A01293,I01293,S00023,205.42000000000002,17,B00130,2024-12-27T22:00:00Z
A01294,I01294,S00012,120.94,13,B00121,2024-12-26T09:00:00Z
A01295,I01295,S00015,199.46,9,B00099,2024-11-25T14:00:00Z
A01296,I01296,S00007,104.82,8,B00048,2024-12-10T13:00:00Z
A01297,I01297,S00037,196.6,19,B00048,2025-01-09T19:00:00Z
A01298,I01298,S00016,66.38,7,B00101,2024-11-21T12:00:00Z
A01299,I01299,S00034,139.93,14,B00062,2024-12-03T08:00:00Z
A01300,I01300,S00012,114.31,13,B00150,2024-12-14T12:00:00Z
A01301,I01301,S00037,137.26999999999998,10,B00165,2024-12-04T08:00:00Z
A01302,I01302,S00003,169.74,11,B00052,2025-01-02T22:00:00Z
A01303,I01303,S00016,176.33,17,B00008,2024-12-01T05:00:00Z
A01304,I01304,S00009,293.71,18,B00130,2025-01-10T06:00:00Z
A01305,I01305,S00031,221.45918478779961,18,B00023,2024-11-27T12:00:00Z
A01306,I01306,S00014,273.76,19,B00155,2024-12-28T14:00:00Z
A01307,I01307,S00029,170.34,10,B00098,2024-11-20T17:00:00Z
A01308,I01308,S00013,230.55,14,B00048,2024-11-24T10:00:00Z
A01309,I01309,S00003,168.51,16,B00004,2025-01-02T04:00:00Z
A01310,I01310,S00038,151.54,14,B00168,2024-12-04T20:00:00Z
A01311,I01311,S00021,218.23999999999998,11,B00145,2024-11-28T15:00:00Z
A01312,I01312,S00026,285.45661342334654,22,B00128,2024-11-22T13:00:00Z
A01313,I01313,S00018,213.13,9,B00013,2024-12-16T05:00:00Z
A01314,I01314,S00003,151.05,13,B00158,2024-11-28T00:00:00Z
A01315,I01315,S00003,286.88,19,B00054,2024-12-19T08:00:00Z
A01316,I01316,S00025,129.88,7,B00017,2024-12-09T20:00:00Z
A01317,I01317,S00020,109.99,8,B00031,2024-12-13T13:00:00Z
A01318,I01318,S00008,92.42999999999999,10,B00105,2024-12-07T06:00:00Z
A01319,I01319,S00037,103.66347851592302,10,B00020,2024-12-11T07:00:00Z
A01320,I01320,S00013,190.25,8,B00019,2024-12-07T18:00:00Z
A01321,I01321,S00033,225.98999999999998,11,B00138,2024-11-18T18:00:00Z
A01322,I01322,S00020,191.25,13,B00146,2024-12-01T22:00:00Z
A01323,I01323,S00030,190.47,15,B00104,2024-12-12T04:00:00Z
A01324,I01324,S00025,101.26,8,B00059,2024-11-22T21:00:00Z
A01325,I01325,S00016,131.84,15,B00109,2024-12-19T04:00:00Z
A01326,I01326,S00017,223.32,18,B00032,2024-12-20T00:00:00Z
A01327,I01327,S00015,181.01999999999998,9,B00046,2024-11-21T23:00:00Z
A01328,I01328,S00017,277.1,19,B00089,2024-11-29T19:00:00Z
A01329,I01329,S00005,212.52,18,B00012,2025-01-12T04:00:00Z
A01330,I01330,S00023,223.73,15,B00021,2025-01-07T19:00:00Z
A01331,I01331,S00015,94.13,9,B00010,2024-12-19T17:00:00Z
A01332,I01332,S00011,174.04,12,B00136,2024-11-25T02:00:00Z
A01333,I01333,S00029,104.59,10,B00095,2024-12-20T18:00:00Z
A01334,I01334,S00036,151.1,7,B00133,2025-01-06T03:00:00Z
A01335,I01335,S00020,132.93,8,B00124,2024-12-19T12:00:00Z
A01336,I01336,S00034,142.8,16,B00050,2024-12-25T09:00:00Z
A01337,I01337,S00039,95.21000000000001,8,B00143,2024-12-04T02:00:00Z
A01338,I01338,S00001,212.93,18,B00096,2024-12-23T22:00:00Z
A01339,I01339,S00016,97.16,10,B00126,2024-12-23T12:00:00Z
A01340,I01340,S00036,284.4,19,B00094,2024-12-02T09:00:00Z
A01341,I01341,S00017,202.47,15,B00032,2024-11-30T10:00:00Z
A01342,I01342,S00030,81.05,8,B00127,2024-11-28T00:00:00Z
A01343,I01343,S00003,303.81,19,B00152,2024-12-29T16:00:00Z
A01344,I01344,S00025,282.62,19,B00123,2024-12-12T09:00:00Z
A01345,I01345,S00005,272.33,18,B00155,2025-01-09T12:00:00Z
A01346,I01346,S00006,144.5,16,B00100,2024-12-14T01:00:00Z
A01347,I01347,S00013,76.36,7,B00036,2025-01-01T12:00:00Z
A01348,I01348,S00011,241.04999999999998,19,B00066,2024-12-24T07:00:00Z
A01349,I01349,S00007,202.32482407790422,20,B00176,2025-01-01T18:00:00Z
A01350,I01350,S00039,169.7,10,B00179,2024-11-22T21:00:00Z
A01351,I01351,S00019,183.88,17,B00053,2025-01-02T23:00:00Z
A01352,I01352,S00010,184.26,19,B00098,2024-12-09T10:00:00Z
A01353,I01353,S00018,215.77,19,B00159,2024-12-12T22:00:00Z
A01354,I01354,S00017,191.6,11,B00078,2025-01-07T19:00:00Z
A01355,I01355,S00038,234.60999999999999,17,B00139,2024-12-26T03:00:00Z
A01356,I01356,S00025,163.62,16,B00177,2024-12-20T22:00:00Z
A01357,I01357,S00009,96.49,15,B00021,2024-12-23T01:00:00Z
A01358,I01358,S00028,260.08,13,B00042,2024-12-14T03:00:00Z
A01359,I01359,S00003,87.95,7,B00064,2024-12-11T19:00:00Z
A01360,I01360,S00035,103.64,11,B00043,2025-01-06T05:00:00Z
A01361,I01361,S00033,113.22,10,B00096,2024-12-17T09:00:00Z
A01362,I01362,S00038,205.3,7,B00156,2025-01-06T00:00:00Z
A01363,I01363,S00014,269.2245513375662,19,B00031,2024-12-29T06:00:00Z
A01364,I01364,S00038,170.08,12,B00005,2024-11-29T21:00:00Z
A01365,I01365,S00035,186.56,9,B00149,2024-12-06T14:00:00Z
A01366,I01366,S00010,95.36,8,B00019,2024-12-01T14:00:00Z
A01367,I01367,S00010,137.73,8,B00068,2024-12-25T01:00:00Z
A01368,I01368,S00004,113.82000000000001,9,B00030,2024-12-13T01:00:00Z
A01369,I01369,S00024,152.19,10,B00026,2024-12-17T19:00:00Z
A01370,I01370,S00026,177.63,7,B00014,2024-11-27T20:00:00Z
A01371,I01371,S00021,170.51,16,B00162,2025-01-06T16:00:00Z
A01372,I01372,S00012,74.77,8,B00159,2024-12-06T01:00:00Z
A01373,I01373,S00027,239.79,15,B00043,2024-12-15T08:00:00Z
A01374,I01374,S00010,161.49,8,B00091,2024-12-25T02:00:00Z
A01375,I01375,S00035,246.5,10,B00161,2024-12-01T15:00:00Z
A01376,I01376,S00015,122.07,12,B00026,2024-12-01T13:00:00Z
A01377,I01377,S00037,195.43,15,B00075,2025-01-12T13:00:00Z
A01378,I01378,S00012,155.37,13,B00039,2024-12-27T06:00:00Z
A01379,I01379,S00032,93.47,7,B00119,2025-01-05T11:00:00Z
A01380,I01380,S00035,160.97702180911602,14,B00114,2024-12-22T10:00:00Z
A01381,I01381,S00016,274.32,17,B00136,2025-01-02T20:00:00Z
A01382,I01382,S00013,119.32000000000001,7,B00175,2024-12-18T05:00:00Z
A01383,I01383,S00006,179.85,11,B00066,2024-11-23T23:00:00Z
A01384,I01384,S00007,195.98961121145447,19,B00096,2024-12-07T09:00:00Z
A01385,I01385,S00034,204.44,15,B00176,2024-11-29T05:00:00Z
A01386,I01386,S00003,234.85781033979725,28,B00146,2024-12-06T17:00:00Z
A01387,I01387,S00028,197.04,7,B00018,2024-12-06T10:00:00Z
A01388,I01388,S00040,284.54,19,B00162,2024-12-13T02:00:00Z
A01389,I01389,S00021,165.16,11,B00150,2024-12-05T20:00:00Z
A01390,I01390,S00018,233.76,15,B00030,2024-12-11T03:00:00Z
A01391,I01391,S00017,225.22,17,B00108,2024-12-09T22:00:00Z
A01392,I01392,S00015,255.65,16,B00168,2024-12-07T06:00:00Z
A01393,I01393,S00033,247.29,10,B00094,2024-12-21T05:00:00Z
A01394,I01394,S00008,126.52,10,B00108,2024-11-29T10:00:00Z
A01395,I01395,S00038,121.97,8,B00121,2024-11-26T21:00:00Z
A01396,I01396,S00019,145.13746649152785,19,B00131,2024-12-16T10:00:00Z
A01397,I01397,S00003,135.69,10,B00118,2024-11-27T09:00:00Z
A01398,I01398,S00032,130.93,13,B00103,2024-12-11T01:00:00Z
A01399,I01399,S00016,110.75999999999999,10,B00174,2024-11-26T11:00:00Z
A01400,I01400,S00004,137.1,15,B00030,2025-01-02T02:00:00Z
A01401,I01401,S00034,105.18,9,B00112,2024-12-16T07:00:00Z
A01402,I01402,S00037,214.25,13,B00089,2024-11-25T23:00:00Z
A01403,I01403,S00026,181.01405776511876,20,B00176,2024-12-25T08:00:00Z
A01404,I01404,S00009,133.67,16,B00008,2024-11-25T03:00:00Z
